window_minutes,period,first_market_close_utc,last_market_close_utc,trades,wins,win_rate,avg_entry_price,realized_minus_entry_probability,taker_fees,net_pnl,capital_deployed,net_roi,max_drawdown
5,full_sample,2025-12-11T19:45:00+00:00,2026-08-19T08:45:00+00:00,1393,1288,0.9246231155778895,0.9000595836324479,0.024563531945441586,976.0708,2998.2187568822915,140276.07080000002,0.021373700730162534,-618.5629207863262
10,full_sample,2025-12-12T00:30:00+00:00,2026-08-19T23:00:00+00:00,4734,4502,0.95099281791297,0.9491894803548795,0.0018033375580904787,1691.7890000000002,-1454.868019437347,475091.789,-0.0030622882843326657,-3987.452683449964
10,available_2025_slice,2025-12-12T00:30:00+00:00,2025-12-31T22:45:00+00:00,174,164,0.9425287356321839,0.922471264367816,0.020057471264367854,94.43,236.96111410397583,17494.43,0.013544946254549352,-306.58105719360515
10,early_through_feb_2026,2025-12-12T00:30:00+00:00,2026-02-28T22:45:00+00:00,1319,1261,0.956027293404094,0.9438438210765732,0.012183472327520817,518.49,1013.5200751886722,132418.49,0.007653916573045594,-499.8164798436899
10,reversal_mar_may_2026,2026-03-01T01:15:00+00:00,2026-05-31T23:45:00+00:00,1865,1751,0.9388739946380698,0.9517195710455764,-0.01284557640750661,635.5400000000001,-3789.2596148850052,187135.54,-0.020248743851034416,-3903.81364693832
10,rebound_jun_to_latest_30d,2026-06-01T00:00:00+00:00,2026-07-20T23:30:00+00:00,1001,969,0.968031968031968,0.9524325674325674,0.01559940059940057,336.07180000000005,1426.8873073118282,100436.0718,0.014206920698304612,-434.489710367125
10,latest_30d,2026-07-21T00:30:00+00:00,2026-08-19T23:00:00+00:00,549,521,0.9489981785063752,0.9475245901639345,0.0014735883424407126,201.68720000000002,-106.01578705284176,55101.6872,-0.0019240025567282767,-613.1804150874955
